season,round,raceId,race_name,race_slug,date,circuitId,circuitRef,circuit_name,circuit_location,country,driverId,driverRef,driver_number,driver_code,driver_name,nationality,constructorId,constructorRef,constructor_name_norm,constructor_name,grid,quali_position,q1,q2,q3,q1_ms,q2_ms,q3_ms,best_quali_ms,position,positionText,positionOrder,points,laps,milliseconds,status_text,rank,fastestLapTime,fastestLapTime_ms,fastestLapSpeed,avg_race_lap_ms,median_race_lap_ms,fastest_recorded_lap_ms,lap_count_recorded,total_pit_stops,avg_pitstop_ms,fastest_pitstop_ms,avg_temp,rain_flag,wind,avg_finish_last5,avg_grid_last5,points_last5
2007,13,48,Italian Grand Prix,italian-grand-prix,2007-09-09,14,monza,Autodromo Nazionale di Monza,Monza,Italy,1,hamilton,44,HAM,Lewis Hamilton,British,1,mclaren,McLaren,McLaren,2,2.0,1:21.956,1:21.746,1:22.034,81956.0,81746.0,82034.0,81746.0,2,2,2,8.0,53,4723868.0,Finished,2.0,1:22.936,82936.0,251.456,89129.58490566038,83685.0,82936.0,53.0,,,,21.620833333333337,1.0,6.3,4.2,3.2,26.0
2007,14,49,Belgian Grand Prix,belgian-grand-prix,2007-09-16,13,spa,Circuit de Spa-Francorchamps,Spa,Belgium,1,hamilton,44,HAM,Lewis Hamilton,British,1,mclaren,McLaren,McLaren,4,4.0,1:46.437,1:45.132,1:46.406,106437.0,105132.0,106406.0,105132.0,4,4,4,5.0,44,4862681.0,Finished,4.0,1:48.215,108215.0,233.002,110515.47727272728,109444.5,108215.0,44.0,,,,15.591666666666669,0.0,12.6,4.0,3.2,28.0
2007,15,50,Japanese Grand Prix,japanese-grand-prix,2007-09-30,16,fuji,Fuji Speedway,Oyama,Japan,1,hamilton,44,HAM,Lewis Hamilton,British,1,mclaren,McLaren,McLaren,1,1.0,1:25.489,1:24.753,1:25.368,85489.0,84753.0,85368.0,84753.0,1,1,1,10.0,67,7234579.0,Finished,1.0,1:28.193,88193.0,186.259,107978.79104477612,93208.0,88193.0,67.0,,,,24.425,1.0,5.9,4.2,3.8,27.0
2007,16,51,Chinese Grand Prix,chinese-grand-prix,2007-10-07,17,shanghai,Shanghai International Circuit,Shanghai,China,1,hamilton,44,HAM,Lewis Hamilton,British,1,mclaren,McLaren,McLaren,1,1.0,1:35.798,1:35.898,1:35.908,95798.0,95898.0,95908.0,95798.0,,R,19,0.0,30,,Spun off,19.0,1:43.131,103131.0,190.278,107904.33333333333,105993.0,103131.0,30.0,,,,28.037500000000005,0.0,10.1,2.6,2.0,37.0
2007,17,52,Brazilian Grand Prix,brazilian-grand-prix,2007-10-21,18,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,1,hamilton,44,HAM,Lewis Hamilton,British,1,mclaren,McLaren,McLaren,2,2.0,1:13.033,1:12.296,1:12.082,73033.0,72296.0,72082.0,72082.0,7,7,7,2.0,70,,+1 Lap,2.0,1:12.506,72506.0,213.946,75705.0,74248.5,72506.0,70.0,,,,,,,6.2,2.0,27.0
2008,1,18,Australian Grand Prix,australian-grand-prix,2008-03-16,1,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,1,hamilton,44,HAM,Lewis Hamilton,British,1,mclaren,McLaren,McLaren,1,1.0,1:26.572,1:25.187,1:26.714,86572.0,85187.0,86714.0,85187.0,1,1,1,10.0,58,5690616.0,Finished,2.0,1:27.452,87452.0,218.3,98114.06896551725,88665.5,87452.0,58.0,,,,10.904166666666669,1.0,19.5,6.6,2.0,25.0
2008,2,19,Malaysian Grand Prix,malaysian-grand-prix,2008-03-23,2,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,1,hamilton,44,HAM,Lewis Hamilton,British,1,mclaren,McLaren,McLaren,9,4.0,1:35.392,1:34.627,1:36.709,95392.0,94627.0,96709.0,94627.0,5,5,5,4.0,56,5525103.0,Finished,3.0,1:35.462,95462.0,209.033,98662.55357142857,97290.0,95462.0,56.0,,,,,,,6.4,1.8,27.0
2008,3,20,Bahrain Grand Prix,bahrain-grand-prix,2008-04-06,3,bahrain,Bahrain International Circuit,Sakhir,Bahrain,1,hamilton,44,HAM,Lewis Hamilton,British,1,mclaren,McLaren,McLaren,3,3.0,1:32.750,1:31.922,1:33.292,92750.0,91922.0,93292.0,91922.0,13,13,13,0.0,56,,+1 Lap,19.0,1:35.520,95520.0,203.969,97906.85714285714,96423.0,95520.0,56.0,,,,,,,6.6,2.8,26.0
2008,4,21,Spanish Grand Prix,spanish-grand-prix,2008-04-27,4,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,1,hamilton,44,HAM,Lewis Hamilton,British,1,mclaren,McLaren,McLaren,5,5.0,1:21.366,1:20.825,1:22.096,81366.0,80825.0,82096.0,80825.0,3,3,3,6.0,66,5903238.0,Finished,3.0,1:22.017,82017.0,204.323,89443.0,82988.0,82017.0,66.0,,,,22.037499999999994,0.0,5.4,9.0,3.2,16.0
2008,5,22,Turkish Grand Prix,turkish-grand-prix,2008-05-11,5,istanbul,Istanbul Park,Istanbul,Turkey,1,hamilton,44,HAM,Lewis Hamilton,British,1,mclaren,McLaren,McLaren,3,3.0,1:26.192,1:26.477,1:27.923,86192.0,86477.0,87923.0,86192.0,2,2,2,8.0,58,5213230.0,Finished,2.0,1:26.529,86529.0,222.085,89883.27586206897,87409.0,86529.0,58.0,,,,,,,5.8,4.0,22.0
2008,6,23,Monaco Grand Prix,monaco-grand-prix,2008-05-25,6,monaco,Circuit de Monaco,Monte-Carlo,Monaco,1,hamilton,44,HAM,Lewis Hamilton,British,1,mclaren,McLaren,McLaren,3,3.0,1:15.582,1:15.322,1:15.839,75582.0,75322.0,75839.0,75322.0,1,1,1,10.0,76,7242742.0,Finished,6.0,1:18.510,78510.0,153.152,95299.23684210527,91179.0,78510.0,76.0,,,,23.004166666666663,0.0,2.9,4.8,4.2,28.0
2008,7,24,Canadian Grand Prix,canadian-grand-prix,2008-06-08,7,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,1,hamilton,44,HAM,Lewis Hamilton,British,1,mclaren,McLaren,McLaren,1,1.0,1:16.909,1:17.034,1:17.886,76909.0,77034.0,77886.0,76909.0,,R,19,0.0,19,,Collision,3.0,1:17.506,77506.0,202.559,85784.36842105263,77870.0,77506.0,19.0,,,,22.6375,0.0,5.9,4.8,4.6,28.0
2008,8,25,French Grand Prix,french-grand-prix,2008-06-22,8,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,1,hamilton,44,HAM,Lewis Hamilton,British,1,mclaren,McLaren,McLaren,13,3.0,1:15.634,1:15.293,1:16.693,75634.0,75293.0,76693.0,75293.0,10,10,10,0.0,70,5564783.0,Finished,5.0,1:17.453,77453.0,205.022,79496.65714285715,78533.5,77453.0,70.0,,,,,,,7.6,3.0,24.0
2008,9,26,British Grand Prix,british-grand-prix,2008-07-06,9,silverstone,Silverstone Circuit,Silverstone,UK,1,hamilton,44,HAM,Lewis Hamilton,British,1,mclaren,McLaren,McLaren,4,4.0,1:20.288,1:19.537,1:21.835,80288.0,79537.0,81835.0,79537.0,1,1,1,10.0,60,5949440.0,Finished,3.0,1:32.817,92817.0,199.398,99157.33333333333,97357.5,92817.0,60.0,,,,17.21666666666667,0.0,18.7,7.0,5.0,24.0
2008,10,27,German Grand Prix,german-grand-prix,2008-07-20,10,hockenheimring,Hockenheimring,Hockenheim,Germany,1,hamilton,44,HAM,Lewis Hamilton,British,1,mclaren,McLaren,McLaren,1,1.0,1:15.218,1:14.603,1:15.666,75218.0,74603.0,75666.0,74603.0,1,1,1,10.0,67,5480874.0,Finished,2.0,1:16.039,76039.0,216.552,81804.0895522388,76785.0,76039.0,67.0,,,,,,,6.6,4.8,28.0
2008,11,28,Hungarian Grand Prix,hungarian-grand-prix,2008-08-03,11,hungaroring,Hungaroring,Budapest,Hungary,1,hamilton,44,HAM,Lewis Hamilton,British,1,mclaren,McLaren,McLaren,1,1.0,1:19.376,1:19.473,1:20.899,79376.0,79473.0,80899.0,79376.0,5,5,5,4.0,70,5870115.0,Finished,3.0,1:21.493,81493.0,193.533,83858.78571428571,82478.0,81493.0,70.0,,,,23.008333333333336,0.0,5.4,6.4,4.4,30.0
2008,12,29,European Grand Prix,european-grand-prix,2008-08-24,12,valencia,Valencia Street Circuit,Valencia,Spain,1,hamilton,44,HAM,Lewis Hamilton,British,1,mclaren,McLaren,McLaren,2,2.0,1:38.464,1:37.954,1:39.199,98464.0,97954.0,99199.0,97954.0,2,2,2,8.0,57,5737950.0,Finished,2.0,1:38.884,98884.0,197.285,100665.78947368421,99850.0,98884.0,57.0,,,,,,,7.2,4.0,24.0
2008,13,30,Belgian Grand Prix,belgian-grand-prix,2008-09-07,13,spa,Circuit de Spa-Francorchamps,Spa,Belgium,1,hamilton,44,HAM,Lewis Hamilton,British,1,mclaren,McLaren,McLaren,1,1.0,1:46.887,1:46.088,1:47.338,106887.0,106088.0,107338.0,106088.0,3,3,3,6.0,44,4989933.0,Finished,2.0,1:48.135,108135.0,233.175,113407.56818181818,109317.0,108135.0,44.0,,,,15.591666666666669,0.0,12.6,3.8,4.2,32.0
2008,14,31,Italian Grand Prix,italian-grand-prix,2008-09-14,14,monza,Autodromo Nazionale di Monza,Monza,Italy,1,hamilton,44,HAM,Lewis Hamilton,British,1,mclaren,McLaren,McLaren,15,15.0,1:35.394,1:39.265,,95394.0,99265.0,,95394.0,7,7,7,2.0,53,5237406.0,Finished,5.0,1:29.721,89721.0,232.44,98818.98113207547,96006.0,89721.0,53.0,,,,21.620833333333337,1.0,6.3,2.4,1.8,38.0
2008,15,32,Singapore Grand Prix,singapore-grand-prix,2008-09-28,15,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,1,hamilton,44,HAM,Lewis Hamilton,British,1,mclaren,McLaren,McLaren,2,2.0,1:44.501,1:44.932,1:45.465,104501.0,104932.0,105465.0,104501.0,3,3,3,6.0,61,7042221.0,Finished,4.0,1:46.072,106072.0,171.969,115446.24590163934,107981.0,106072.0,61.0,,,,27.729166666666668,1.0,10.5,3.6,4.0,30.0
2008,16,33,Japanese Grand Prix,japanese-grand-prix,2008-10-12,16,fuji,Fuji Speedway,Oyama,Japan,1,hamilton,44,HAM,Lewis Hamilton,British,1,mclaren,McLaren,McLaren,1,1.0,1:18.071,1:17.462,1:18.404,78071.0,77462.0,78404.0,77462.0,12,12,12,0.0,67,5500792.0,Finished,11.0,1:19.560,79560.0,206.47,82101.37313432836,80533.0,79560.0,67.0,,,,24.425,1.0,5.9,4.0,4.2,26.0
2008,17,34,Chinese Grand Prix,chinese-grand-prix,2008-10-19,17,shanghai,Shanghai International Circuit,Shanghai,China,1,hamilton,44,HAM,Lewis Hamilton,British,1,mclaren,McLaren,McLaren,1,1.0,1:35.566,1:34.947,1:36.303,95566.0,94947.0,96303.0,94947.0,1,1,1,10.0,56,5517403.0,Finished,1.0,1:36.325,96325.0,203.722,98525.05357142857,97543.5,96325.0,56.0,,,,28.037500000000005,0.0,10.1,5.4,4.2,22.0
2008,18,35,Brazilian Grand Prix,brazilian-grand-prix,2008-11-02,18,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,1,hamilton,44,HAM,Lewis Hamilton,British,1,mclaren,McLaren,McLaren,4,4.0,1:12.213,1:11.856,1:12.830,72213.0,71856.0,72830.0,71856.0,5,5,5,4.0,71,5690342.0,Finished,4.0,1:14.159,74159.0,209.177,80145.66197183098,75341.0,74159.0,71.0,,,,,,,5.2,4.0,24.0
2009,1,1,Australian Grand Prix,australian-grand-prix,2009-03-29,1,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,1,hamilton,44,HAM,Lewis Hamilton,British,1,mclaren,McLaren,McLaren,18,15.0,1:26.454,,,86454.0,,,86454.0,,D,20,0.0,58,,Disqualified,13.0,1:29.020,89020.0,214.455,97563.75862068965,90830.0,89020.0,58.0,,,,10.904166666666669,1.0,19.5,5.6,4.6,22.0
2009,2,2,Malaysian Grand Prix,malaysian-grand-prix,2009-04-05,2,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,1,hamilton,44,HAM,Lewis Hamilton,British,1,mclaren,McLaren,McLaren,12,13.0,1:35.280,1:34.905,,95280.0,94905.0,,94905.0,7,7,7,1.0,31,4312825.0,Finished,11.0,1:39.141,99141.0,201.276,109398.54838709677,100617.0,99141.0,31.0,,,,,,,8.2,5.2,20.0
2009,3,3,Chinese Grand Prix,chinese-grand-prix,2009-04-19,17,shanghai,Shanghai International Circuit,Shanghai,China,1,hamilton,44,HAM,Lewis Hamilton,British,1,mclaren,McLaren,McLaren,9,9.0,1:35.776,1:35.740,1:38.595,95776.0,95740.0,98595.0,95740.0,6,6,6,3.0,56,7135351.0,Finished,12.0,1:54.665,114665.0,171.138,127416.98214285714,118012.0,114665.0,56.0,,,,28.037500000000005,0.0,10.1,9.0,7.2,15.0
2009,4,4,Bahrain Grand Prix,bahrain-grand-prix,2009-04-26,3,bahrain,Bahrain International Circuit,Sakhir,Bahrain,1,hamilton,44,HAM,Lewis Hamilton,British,1,mclaren,McLaren,McLaren,5,5.0,1:32.851,1:32.877,1:34.196,92851.0,92877.0,94196.0,92851.0,4,4,4,5.0,57,5530278.0,Finished,6.0,1:34.915,94915.0,205.269,97022.42105263157,96161.0,94915.0,57.0,,,,,,,7.8,8.8,18.0
2009,5,5,Spanish Grand Prix,spanish-grand-prix,2009-05-10,4,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,1,hamilton,44,HAM,Lewis Hamilton,British,1,mclaren,McLaren,McLaren,14,14.0,1:20.991,1:20.805,,80991.0,80805.0,,80805.0,9,9,9,0.0,65,,+1 Lap,9.0,1:23.839,83839.0,199.883,89849.47692307692,85447.0,83839.0,65.0,,,,22.037499999999994,0.0,5.4,8.4,9.6,13.0
2009,6,6,Monaco Grand Prix,monaco-grand-prix,2009-05-24,6,monaco,Circuit de Monaco,Monte-Carlo,Monaco,1,hamilton,44,HAM,Lewis Hamilton,British,1,mclaren,McLaren,McLaren,19,16.0,1:16.264,,,76264.0,,,76264.0,12,12,12,0.0,77,,+1 Lap,8.0,1:15.706,75706.0,158.824,79050.41558441559,77410.0,75706.0,77.0,,,,23.004166666666663,0.0,2.9,9.2,11.6,9.0
2009,7,7,Turkish Grand Prix,turkish-grand-prix,2009-06-07,5,istanbul,Istanbul Park,Istanbul,Turkey,1,hamilton,44,HAM,Lewis Hamilton,British,1,mclaren,McLaren,McLaren,16,16.0,1:28.318,,,88318.0,,,88318.0,13,13,13,0.0,58,5265302.0,Finished,15.0,1:28.562,88562.0,216.986,90781.06896551725,89731.0,88562.0,58.0,,,,,,,7.6,11.8,9.0
2009,8,8,British Grand Prix,british-grand-prix,2009-06-21,9,silverstone,Silverstone Circuit,Silverstone,UK,1,hamilton,44,HAM,Lewis Hamilton,British,1,mclaren,McLaren,McLaren,18,19.0,1:19.917,,,79917.0,,,79917.0,16,16,16,0.0,59,,+1 Lap,18.0,1:22.576,82576.0,224.128,85293.59322033898,83941.0,82576.0,59.0,,,,17.21666666666667,0.0,18.7,8.8,12.6,8.0
2009,9,9,German Grand Prix,german-grand-prix,2009-07-12,20,nurburgring,Nürburgring,Nürburg,Germany,1,hamilton,44,HAM,Lewis Hamilton,British,1,mclaren,McLaren,McLaren,5,5.0,1:31.473,1:39.149,1:32.616,91473.0,99149.0,92616.0,91473.0,18,18,18,0.0,59,,+1 Lap,15.0,1:35.367,95367.0,194.331,99783.59322033898,97386.0,95367.0,59.0,,,,,,,10.8,14.4,5.0
2009,10,10,Hungarian Grand Prix,hungarian-grand-prix,2009-07-26,11,hungaroring,Hungaroring,Budapest,Hungary,1,hamilton,44,HAM,Lewis Hamilton,British,1,mclaren,McLaren,McLaren,4,4.0,1:20.842,1:20.465,1:21.839,80842.0,80465.0,81839.0,80465.0,1,1,1,10.0,70,5903876.0,Finished,4.0,1:22.479,82479.0,191.219,84341.08571428571,83442.0,82479.0,70.0,,,,23.008333333333336,0.0,5.4,13.6,14.4,0.0
2009,11,11,European Grand Prix,european-grand-prix,2009-08-23,12,valencia,Valencia Street Circuit,Valencia,Spain,1,hamilton,44,HAM,Lewis Hamilton,British,1,mclaren,McLaren,McLaren,1,1.0,1:38.649,1:38.182,1:39.489,98649.0,98182.0,99489.0,98182.0,2,2,2,8.0,57,5753647.0,Finished,4.0,1:39.056,99056.0,196.943,100941.17543859649,100006.0,99056.0,57.0,,,,,,,12.0,12.4,10.0
2009,12,12,Belgian Grand Prix,belgian-grand-prix,2009-08-30,13,spa,Circuit de Spa-Francorchamps,Spa,Belgium,1,hamilton,44,HAM,Lewis Hamilton,British,1,mclaren,McLaren,McLaren,12,12.0,1:45.767,1:45.122,,105767.0,105122.0,,105122.0,,R,19,0.0,0,,Collision,,,,,,,,,,,,15.591666666666669,0.0,12.6,10.0,8.8,18.0
2009,13,13,Italian Grand Prix,italian-grand-prix,2009-09-13,14,monza,Autodromo Nazionale di Monza,Monza,Italy,1,hamilton,44,HAM,Lewis Hamilton,British,1,mclaren,McLaren,McLaren,1,1.0,1:23.375,1:22.973,1:24.066,83375.0,82973.0,84066.0,82973.0,12,12,12,0.0,52,,Accident,3.0,1:24.802,84802.0,245.923,86531.19230769231,85345.5,84802.0,52.0,,,,21.620833333333337,1.0,6.3,11.2,8.0,18.0
2009,14,14,Singapore Grand Prix,singapore-grand-prix,2009-09-27,15,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,1,hamilton,44,HAM,Lewis Hamilton,British,1,mclaren,McLaren,McLaren,1,1.0,1:46.977,1:46.657,1:47.891,106977.0,106657.0,107891.0,106657.0,1,1,1,10.0,61,6966337.0,Finished,2.0,1:48.345,108345.0,168.561,114202.24590163934,109233.0,108345.0,61.0,,,,27.729166666666668,1.0,10.5,10.4,4.6,18.0
2009,15,15,Japanese Grand Prix,japanese-grand-prix,2009-10-04,22,suzuka,Suzuka Circuit,Suzuka,Japan,1,hamilton,44,HAM,Lewis Hamilton,British,1,mclaren,McLaren,McLaren,3,3.0,1:30.917,1:30.627,1:32.395,90917.0,90627.0,92395.0,90627.0,3,3,3,6.0,53,5306915.0,Finished,6.0,1:33.259,93259.0,224.162,100130.47169811321,94114.0,93259.0,53.0,,,,24.425,1.0,5.9,7.0,3.8,28.0
2009,16,16,Brazilian Grand Prix,brazilian-grand-prix,2009-10-18,18,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,1,hamilton,44,HAM,Lewis Hamilton,British,1,mclaren,McLaren,McLaren,17,18.0,1:25.192,,,85192.0,,,85192.0,3,3,3,6.0,71,5562025.0,Finished,6.0,1:14.345,74345.0,208.654,78338.38028169014,75155.0,74345.0,71.0,,,,,,,7.4,3.6,24.0
2009,17,17,Abu Dhabi Grand Prix,abu-dhabi-grand-prix,2009-11-01,24,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE,1,hamilton,44,HAM,Lewis Hamilton,British,1,mclaren,McLaren,McLaren,1,1.0,1:39.873,1:39.695,1:40.948,99873.0,99695.0,100948.0,99695.0,,R,19,0.0,20,,Brakes,3.0,1:40.367,100367.0,199.212,103616.5,101483.5,100367.0,20.0,,,,34.1375,0.0,11.8,7.6,6.8,22.0
2010,1,337,Bahrain Grand Prix,bahrain-grand-prix,2010-03-14,3,bahrain,Bahrain International Circuit,Sakhir,Bahrain,1,hamilton,44,HAM,Lewis Hamilton,British,1,mclaren,McLaren,McLaren,4,4.0,1:55.341,1:54.707,1:55.217,115341.0,114707.0,115217.0,114707.0,3,3,3,15.0,49,5983578.0,Finished,4.0,1:59.560,119560.0,189.665,122113.83673469388,120876.0,119560.0,49.0,,,,,,,7.6,4.6,22.0
2010,2,338,Australian Grand Prix,australian-grand-prix,2010-03-28,1,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,1,hamilton,44,HAM,Lewis Hamilton,British,1,mclaren,McLaren,McLaren,11,11.0,1:25.046,1:25.184,,85046.0,85184.0,,85046.0,6,6,6,8.0,58,5646429.0,Finished,3.0,1:28.506,88506.0,215.7,97352.22413793103,91794.0,88506.0,58.0,,,,10.904166666666669,1.0,19.5,5.8,5.2,37.0
2010,3,339,Malaysian Grand Prix,malaysian-grand-prix,2010-04-04,2,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,1,hamilton,44,HAM,Lewis Hamilton,British,1,mclaren,McLaren,McLaren,20,20.0,1:53.050,,,113050.0,,,113050.0,6,6,6,8.0,56,5651883.0,Finished,4.0,1:37.745,97745.0,204.151,100926.48214285714,100281.5,97745.0,56.0,,,,,,,6.8,7.2,35.0
2010,4,340,Chinese Grand Prix,chinese-grand-prix,2010-04-18,17,shanghai,Shanghai International Circuit,Shanghai,China,1,hamilton,44,HAM,Lewis Hamilton,British,1,mclaren,McLaren,McLaren,6,6.0,1:35.641,1:34.928,1:35.034,95641.0,94928.0,95034.0,94928.0,2,2,2,18.0,56,6403693.0,Finished,1.0,1:42.061,102061.0,192.273,114351.66071428571,110229.0,102061.0,56.0,,,,28.037500000000005,0.0,10.1,7.4,10.6,37.0
2010,5,341,Spanish Grand Prix,spanish-grand-prix,2010-05-09,4,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,1,hamilton,44,HAM,Lewis Hamilton,British,1,mclaren,McLaren,McLaren,3,3.0,1:21.723,1:21.415,1:20.829,81723.0,81415.0,80829.0,80829.0,14,14,14,0.0,64,,Puncture,1.0,1:24.357,84357.0,198.655,87176.125,86824.0,84357.0,64.0,,,,22.037499999999994,0.0,5.4,7.2,8.4,49.0
